fact_card_key,customer_key,card_id,card_type,card_status,issue_date,expiry_date,credit_limit,utilization_pct,activation_flag
3587,3984,CARD0000003587,CREDIT_PLATINUM,ACTIVE,2024-07-29,2029-07-28,200000000.0,7.48,True
3588,3984,CARD0000003588,CREDIT_GOLD,ACTIVE,2024-11-08,2029-11-07,80000000.0,5.94,True
3589,3985,CARD0000003589,DEBIT,ACTIVE,2025-08-20,2030-08-19,0.0,0.0,True
3590,3986,CARD0000003590,DEBIT,ACTIVE,2024-02-19,2029-02-17,0.0,0.0,True
3591,3988,CARD0000003591,DEBIT,ACTIVE,2024-03-20,2029-03-19,0.0,0.0,True
3592,3989,CARD0000003592,CREDIT_PLATINUM,ACTIVE,2023-09-17,2028-09-15,50000000.0,31.17,True
3593,3990,CARD0000003593,DEBIT,ACTIVE,2025-06-21,2030-06-20,0.0,0.0,True
3594,3992,CARD0000003594,DEBIT,ACTIVE,2023-05-16,2028-05-14,0.0,0.0,True
3595,3993,CARD0000003595,CREDIT_GOLD,EXPIRED,2021-04-30,2026-04-29,120000000.0,80.14,True
3596,3993,CARD0000003596,CREDIT_STANDARD,ACTIVE,2026-03-13,2031-03-12,200000000.0,78.59,True
3597,3994,CARD0000003597,DEBIT,ACTIVE,2023-07-16,2028-07-14,0.0,0.0,True
3598,3995,CARD0000003598,CREDIT_GOLD,ACTIVE,2022-12-31,2027-12-30,30000000.0,28.17,True
3599,3996,CARD0000003599,CREDIT_GOLD,ACTIVE,2024-07-14,2029-07-13,120000000.0,80.23,True
3600,3997,CARD0000003600,DEBIT,ACTIVE,2025-02-09,2030-02-08,0.0,0.0,True
3601,3997,CARD0000003601,CREDIT_PLATINUM,EXPIRED,2021-04-21,2026-04-20,200000000.0,41.22,True
3602,3998,CARD0000003602,DEBIT,ACTIVE,2023-12-19,2028-12-17,0.0,0.0,True
3603,3999,CARD0000003603,DEBIT,ACTIVE,2025-01-25,2030-01-24,0.0,0.0,True
3604,3999,CARD0000003604,DEBIT,BLOCKED,2022-08-31,2027-08-30,0.0,0.0,True
3605,4001,CARD0000003605,CREDIT_GOLD,ACTIVE,2022-01-05,2027-01-04,80000000.0,4.21,True
3606,4001,CARD0000003606,CREDIT_GOLD,BLOCKED,2024-10-05,2029-10-04,20000000.0,0.9,True
3607,4002,CARD0000003607,CREDIT_PLATINUM,ACTIVE,2026-05-21,2031-05-20,80000000.0,37.61,True
3608,4004,CARD0000003608,CREDIT_GOLD,ACTIVE,2026-06-11,2031-06-10,50000000.0,28.97,True
3609,4006,CARD0000003609,CREDIT_STANDARD,ACTIVE,2022-01-15,2027-01-14,200000000.0,5.77,True
3610,4007,CARD0000003610,CREDIT_GOLD,ACTIVE,2022-01-29,2027-01-28,50000000.0,55.95,True
3611,4007,CARD0000003611,DEBIT,ACTIVE,2022-02-25,2027-02-24,0.0,0.0,True
3612,4011,CARD0000003612,CREDIT_PLATINUM,ACTIVE,2022-04-21,2027-04-20,50000000.0,7.3,True
3613,4014,CARD0000003613,CREDIT_GOLD,ACTIVE,2024-11-23,2029-11-22,80000000.0,34.56,True
3614,4016,CARD0000003614,DEBIT,ACTIVE,2022-11-22,2027-11-21,0.0,0.0,True
3615,4018,CARD0000003615,DEBIT,ACTIVE,2024-04-24,2029-04-23,0.0,0.0,True
3616,4018,CARD0000003616,DEBIT,EXPIRED,2021-08-04,2026-08-03,0.0,0.0,True
3617,4019,CARD0000003617,CREDIT_GOLD,ACTIVE,2022-09-28,2027-09-27,30000000.0,79.9,False
3618,4020,CARD0000003618,CREDIT_GOLD,ACTIVE,2023-10-20,2028-10-18,200000000.0,0.24,True
3619,4022,CARD0000003619,CREDIT_PLATINUM,ACTIVE,2022-03-05,2027-03-04,80000000.0,14.98,True
3620,4023,CARD0000003620,CREDIT_GOLD,ACTIVE,2023-09-17,2028-09-15,300000000.0,47.25,True
3621,4023,CARD0000003621,CREDIT_GOLD,ACTIVE,2024-01-22,2029-01-20,20000000.0,83.9,True
3622,4024,CARD0000003622,CREDIT_PLATINUM,ACTIVE,2023-10-12,2028-10-10,300000000.0,76.82,True
3623,4027,CARD0000003623,CREDIT_GOLD,ACTIVE,2026-05-23,2031-05-22,120000000.0,5.07,True
3624,4027,CARD0000003624,CREDIT_PLATINUM,ACTIVE,2025-02-15,2030-02-14,30000000.0,7.8,True
3625,4028,CARD0000003625,CREDIT_PLATINUM,ACTIVE,2024-11-23,2029-11-22,120000000.0,5.18,True
3626,4029,CARD0000003626,CREDIT_PLATINUM,ACTIVE,2022-10-30,2027-10-29,80000000.0,19.86,True
3627,4029,CARD0000003627,CREDIT_GOLD,ACTIVE,2025-05-12,2030-05-11,80000000.0,59.88,True
3628,4030,CARD0000003628,CREDIT_PLATINUM,ACTIVE,2025-05-06,2030-05-05,20000000.0,44.72,True
3629,4031,CARD0000003629,CREDIT_GOLD,ACTIVE,2026-05-24,2031-05-23,50000000.0,27.15,False
3630,4032,CARD0000003630,DEBIT,EXPIRED,2021-07-05,2026-07-04,0.0,0.0,True
3631,4034,CARD0000003631,CREDIT_GOLD,ACTIVE,2025-10-03,2030-10-02,50000000.0,31.96,True
3632,4035,CARD0000003632,CREDIT_PLATINUM,ACTIVE,2022-11-16,2027-11-15,120000000.0,31.48,True
3633,4037,CARD0000003633,DEBIT,ACTIVE,2022-01-16,2027-01-15,0.0,0.0,True
3634,4038,CARD0000003634,CREDIT_PLATINUM,ACTIVE,2025-09-18,2030-09-17,80000000.0,80.24,True
3635,4038,CARD0000003635,CREDIT_GOLD,ACTIVE,2023-05-12,2028-05-10,200000000.0,37.83,True
3636,4039,CARD0000003636,CREDIT_PLATINUM,ACTIVE,2024-08-27,2029-08-26,30000000.0,33.08,True
3637,4039,CARD0000003637,DEBIT,EXPIRED,2021-04-03,2026-04-02,0.0,0.0,True
3638,4040,CARD0000003638,CREDIT_STANDARD,ACTIVE,2026-06-07,2031-06-06,80000000.0,46.45,True
3639,4041,CARD0000003639,DEBIT,BLOCKED,2022-09-25,2027-09-24,0.0,0.0,True
3640,4041,CARD0000003640,DEBIT,ACTIVE,2023-04-09,2028-04-07,0.0,0.0,True
3641,4043,CARD0000003641,CREDIT_STANDARD,ACTIVE,2025-04-26,2030-04-25,200000000.0,72.75,True
3642,4044,CARD0000003642,DEBIT,ACTIVE,2025-03-26,2030-03-25,0.0,0.0,True
3643,4045,CARD0000003643,DEBIT,ACTIVE,2026-04-11,2031-04-10,0.0,0.0,True
3644,4046,CARD0000003644,CREDIT_STANDARD,ACTIVE,2025-03-18,2030-03-17,50000000.0,10.22,True
3645,4046,CARD0000003645,CREDIT_STANDARD,ACTIVE,2025-07-17,2030-07-16,200000000.0,24.56,False
3646,4049,CARD0000003646,DEBIT,ACTIVE,2024-01-28,2029-01-26,0.0,0.0,True
3647,4050,CARD0000003647,DEBIT,ACTIVE,2025-01-20,2030-01-19,0.0,0.0,True
3648,4051,CARD0000003648,CREDIT_GOLD,ACTIVE,2022-11-26,2027-11-25,20000000.0,67.85,True
3649,4052,CARD0000003649,DEBIT,ACTIVE,2025-10-22,2030-10-21,0.0,0.0,True
3650,4053,CARD0000003650,DEBIT,ACTIVE,2023-05-12,2028-05-10,0.0,0.0,True
3651,4054,CARD0000003651,DEBIT,ACTIVE,2026-05-30,2031-05-29,0.0,0.0,True
3652,4054,CARD0000003652,DEBIT,EXPIRED,2021-06-24,2026-06-23,0.0,0.0,True
3653,4058,CARD0000003653,DEBIT,ACTIVE,2025-01-19,2030-01-18,0.0,0.0,True
3654,4059,CARD0000003654,DEBIT,ACTIVE,2021-11-09,2026-11-08,0.0,0.0,True
3655,4059,CARD0000003655,DEBIT,ACTIVE,2024-02-26,2029-02-24,0.0,0.0,True
3656,4063,CARD0000003656,DEBIT,ACTIVE,2025-09-17,2030-09-16,0.0,0.0,True
3657,4063,CARD0000003657,CREDIT_STANDARD,ACTIVE,2022-06-27,2027-06-26,200000000.0,22.86,True
3658,4064,CARD0000003658,DEBIT,ACTIVE,2025-12-30,2030-12-29,0.0,0.0,True
3659,4065,CARD0000003659,CREDIT_STANDARD,ACTIVE,2024-06-11,2029-06-10,20000000.0,74.89,True
3660,4065,CARD0000003660,DEBIT,ACTIVE,2024-07-16,2029-07-15,0.0,0.0,True
3661,4066,CARD0000003661,DEBIT,BLOCKED,2022-06-29,2027-06-28,0.0,0.0,True
3662,4072,CARD0000003662,DEBIT,ACTIVE,2021-09-25,2026-09-24,0.0,0.0,True
3663,4072,CARD0000003663,DEBIT,ACTIVE,2022-08-23,2027-08-22,0.0,0.0,True
3664,4073,CARD0000003664,DEBIT,ACTIVE,2023-02-26,2028-02-25,0.0,0.0,True
3665,4074,CARD0000003665,CREDIT_STANDARD,ACTIVE,2025-01-09,2030-01-08,20000000.0,34.99,False
3666,4075,CARD0000003666,CREDIT_GOLD,EXPIRED,2021-08-21,2026-08-20,300000000.0,24.1,True
3667,4076,CARD0000003667,DEBIT,ACTIVE,2022-05-05,2027-05-04,0.0,0.0,True
3668,4077,CARD0000003668,DEBIT,ACTIVE,2023-08-29,2028-08-27,0.0,0.0,True
3669,4078,CARD0000003669,CREDIT_STANDARD,ACTIVE,2023-08-24,2028-08-22,50000000.0,39.34,True
3670,4080,CARD0000003670,CREDIT_GOLD,ACTIVE,2021-09-10,2026-09-09,200000000.0,24.4,True
3671,4081,CARD0000003671,DEBIT,EXPIRED,2021-08-11,2026-08-10,0.0,0.0,True
3672,4084,CARD0000003672,DEBIT,ACTIVE,2024-03-07,2029-03-06,0.0,0.0,True
3673,4086,CARD0000003673,CREDIT_PLATINUM,ACTIVE,2025-06-02,2030-06-01,200000000.0,32.5,True
3674,4087,CARD0000003674,CREDIT_STANDARD,ACTIVE,2024-06-26,2029-06-25,200000000.0,79.65,True
3675,4089,CARD0000003675,CREDIT_PLATINUM,ACTIVE,2026-05-03,2031-05-02,300000000.0,63.78,True
3676,4090,CARD0000003676,CREDIT_PLATINUM,ACTIVE,2024-05-19,2029-05-18,80000000.0,9.44,False
3677,4090,CARD0000003677,CREDIT_STANDARD,ACTIVE,2022-10-16,2027-10-15,120000000.0,9.16,True
3678,4091,CARD0000003678,DEBIT,ACTIVE,2022-07-17,2027-07-16,0.0,0.0,True
3679,4091,CARD0000003679,CREDIT_PLATINUM,ACTIVE,2024-02-20,2029-02-18,50000000.0,49.54,True
3680,4098,CARD0000003680,DEBIT,EXPIRED,2021-06-01,2026-05-31,0.0,0.0,True
3681,4099,CARD0000003681,CREDIT_STANDARD,ACTIVE,2022-05-05,2027-05-04,80000000.0,0.22,True
3682,4102,CARD0000003682,DEBIT,BLOCKED,2022-12-07,2027-12-06,0.0,0.0,True
3683,4103,CARD0000003683,DEBIT,ACTIVE,2022-12-11,2027-12-10,0.0,0.0,True
3684,4104,CARD0000003684,CREDIT_STANDARD,ACTIVE,2024-08-23,2029-08-22,300000000.0,31.25,True
3685,4105,CARD0000003685,DEBIT,ACTIVE,2024-05-04,2029-05-03,0.0,0.0,True
3686,4106,CARD0000003686,CREDIT_STANDARD,ACTIVE,2021-11-03,2026-11-02,120000000.0,44.01,True
3687,4107,CARD0000003687,CREDIT_STANDARD,ACTIVE,2025-01-16,2030-01-15,200000000.0,5.75,True
3688,4107,CARD0000003688,DEBIT,ACTIVE,2023-08-18,2028-08-16,0.0,0.0,True
3689,4108,CARD0000003689,DEBIT,ACTIVE,2025-02-28,2030-02-27,0.0,0.0,True
3690,4108,CARD0000003690,DEBIT,ACTIVE,2022-06-09,2027-06-08,0.0,0.0,True
3691,4109,CARD0000003691,DEBIT,ACTIVE,2024-10-04,2029-10-03,0.0,0.0,True
3692,4112,CARD0000003692,CREDIT_STANDARD,EXPIRED,2021-05-27,2026-05-26,80000000.0,72.71,True
3693,4112,CARD0000003693,CREDIT_GOLD,BLOCKED,2025-05-22,2030-05-21,50000000.0,19.33,True
3694,4113,CARD0000003694,DEBIT,ACTIVE,2024-06-02,2029-06-01,0.0,0.0,True
3695,4113,CARD0000003695,CREDIT_PLATINUM,ACTIVE,2023-06-03,2028-06-01,20000000.0,32.27,True
3696,4114,CARD0000003696,CREDIT_GOLD,ACTIVE,2024-01-06,2029-01-04,80000000.0,45.66,True
3697,4115,CARD0000003697,CREDIT_PLATINUM,ACTIVE,2024-03-06,2029-03-05,50000000.0,63.84,True
3698,4117,CARD0000003698,DEBIT,ACTIVE,2026-03-23,2031-03-22,0.0,0.0,True
3699,4119,CARD0000003699,CREDIT_STANDARD,EXPIRED,2021-07-13,2026-07-12,200000000.0,41.23,True
3700,4121,CARD0000003700,CREDIT_STANDARD,ACTIVE,2024-08-19,2029-08-18,120000000.0,19.64,True
3701,4123,CARD0000003701,CREDIT_STANDARD,ACTIVE,2022-05-23,2027-05-22,120000000.0,33.14,True
3702,4124,CARD0000003702,DEBIT,ACTIVE,2026-03-22,2031-03-21,0.0,0.0,True
3703,4124,CARD0000003703,CREDIT_PLATINUM,ACTIVE,2021-10-06,2026-10-05,300000000.0,23.68,True
3704,4127,CARD0000003704,DEBIT,ACTIVE,2023-09-08,2028-09-06,0.0,0.0,True
3705,4128,CARD0000003705,DEBIT,ACTIVE,2026-02-23,2031-02-22,0.0,0.0,True
3706,4129,CARD0000003706,CREDIT_GOLD,ACTIVE,2024-08-12,2029-08-11,200000000.0,55.77,True
3707,4130,CARD0000003707,DEBIT,ACTIVE,2026-01-06,2031-01-05,0.0,0.0,True
3708,4130,CARD0000003708,CREDIT_STANDARD,ACTIVE,2023-08-12,2028-08-10,300000000.0,69.62,True
3709,4131,CARD0000003709,DEBIT,ACTIVE,2024-03-26,2029-03-25,0.0,0.0,True
3710,4132,CARD0000003710,CREDIT_STANDARD,ACTIVE,2024-02-16,2029-02-14,120000000.0,47.34,True
3711,4133,CARD0000003711,CREDIT_STANDARD,ACTIVE,2024-12-15,2029-12-14,120000000.0,25.11,True
3712,4133,CARD0000003712,DEBIT,ACTIVE,2022-04-11,2027-04-10,0.0,0.0,True
3713,4134,CARD0000003713,DEBIT,ACTIVE,2024-04-10,2029-04-09,0.0,0.0,True
3714,4135,CARD0000003714,DEBIT,BLOCKED,2024-02-25,2029-02-23,0.0,0.0,True
3715,4135,CARD0000003715,CREDIT_PLATINUM,ACTIVE,2022-11-09,2027-11-08,50000000.0,82.0,True
3716,4136,CARD0000003716,CREDIT_PLATINUM,EXPIRED,2021-04-10,2026-04-09,300000000.0,38.24,True
3717,4137,CARD0000003717,CREDIT_PLATINUM,ACTIVE,2022-07-17,2027-07-16,300000000.0,25.95,True
3718,4138,CARD0000003718,DEBIT,ACTIVE,2026-04-13,2031-04-12,0.0,0.0,True
3719,4141,CARD0000003719,DEBIT,ACTIVE,2025-03-01,2030-02-28,0.0,0.0,True
3720,4142,CARD0000003720,CREDIT_GOLD,ACTIVE,2024-08-31,2029-08-30,200000000.0,25.65,True
3721,4143,CARD0000003721,CREDIT_PLATINUM,EXPIRED,2021-03-30,2026-03-29,50000000.0,43.27,True
3722,4143,CARD0000003722,CREDIT_PLATINUM,ACTIVE,2022-10-11,2027-10-10,50000000.0,70.58,True
3723,4144,CARD0000003723,CREDIT_STANDARD,ACTIVE,2022-09-21,2027-09-20,300000000.0,25.52,True
3724,4145,CARD0000003724,DEBIT,ACTIVE,2024-08-27,2029-08-26,0.0,0.0,True
3725,4145,CARD0000003725,DEBIT,EXPIRED,2021-05-31,2026-05-30,0.0,0.0,True
3726,4147,CARD0000003726,CREDIT_GOLD,BLOCKED,2024-04-09,2029-04-08,30000000.0,49.54,True
3727,4148,CARD0000003727,DEBIT,ACTIVE,2025-11-24,2030-11-23,0.0,0.0,True
3728,4148,CARD0000003728,CREDIT_GOLD,ACTIVE,2022-06-10,2027-06-09,300000000.0,7.16,True
3729,4149,CARD0000003729,DEBIT,ACTIVE,2025-06-19,2030-06-18,0.0,0.0,True
3730,4149,CARD0000003730,CREDIT_GOLD,ACTIVE,2022-10-20,2027-10-19,20000000.0,61.51,True
3731,4150,CARD0000003731,DEBIT,ACTIVE,2024-02-06,2029-02-04,0.0,0.0,True
3732,4152,CARD0000003732,DEBIT,ACTIVE,2023-12-17,2028-12-15,0.0,0.0,True
3733,4153,CARD0000003733,CREDIT_PLATINUM,ACTIVE,2022-03-08,2027-03-07,120000000.0,41.06,False
3734,4153,CARD0000003734,DEBIT,EXPIRED,2021-06-18,2026-06-17,0.0,0.0,True
3735,4155,CARD0000003735,CREDIT_PLATINUM,ACTIVE,2023-02-02,2028-02-01,120000000.0,77.86,False
3736,4155,CARD0000003736,DEBIT,ACTIVE,2023-01-16,2028-01-15,0.0,0.0,True
3737,4157,CARD0000003737,CREDIT_GOLD,ACTIVE,2025-12-29,2030-12-28,80000000.0,40.69,True
3738,4158,CARD0000003738,CREDIT_GOLD,ACTIVE,2025-05-21,2030-05-20,80000000.0,80.92,True
3739,4161,CARD0000003739,DEBIT,ACTIVE,2025-10-20,2030-10-19,0.0,0.0,True
3740,4161,CARD0000003740,DEBIT,ACTIVE,2023-04-11,2028-04-09,0.0,0.0,True
3741,4163,CARD0000003741,DEBIT,ACTIVE,2025-07-17,2030-07-16,0.0,0.0,True
3742,4163,CARD0000003742,DEBIT,EXPIRED,2021-03-13,2026-03-12,0.0,0.0,True
3743,4164,CARD0000003743,CREDIT_GOLD,EXPIRED,2021-08-02,2026-08-01,80000000.0,33.69,True
3744,4165,CARD0000003744,DEBIT,ACTIVE,2025-09-19,2030-09-18,0.0,0.0,True
3745,4167,CARD0000003745,CREDIT_STANDARD,ACTIVE,2025-04-15,2030-04-14,200000000.0,17.93,True
3746,4169,CARD0000003746,CREDIT_PLATINUM,EXPIRED,2021-05-18,2026-05-17,30000000.0,19.0,True
3747,4171,CARD0000003747,CREDIT_PLATINUM,ACTIVE,2021-12-07,2026-12-06,50000000.0,36.22,True
3748,4171,CARD0000003748,DEBIT,ACTIVE,2024-10-14,2029-10-13,0.0,0.0,True
3749,4172,CARD0000003749,CREDIT_PLATINUM,ACTIVE,2021-11-10,2026-11-09,30000000.0,3.19,True
3750,4173,CARD0000003750,DEBIT,ACTIVE,2024-11-12,2029-11-11,0.0,0.0,True
3751,4176,CARD0000003751,DEBIT,ACTIVE,2023-12-04,2028-12-02,0.0,0.0,True
3752,4177,CARD0000003752,CREDIT_PLATINUM,ACTIVE,2022-06-13,2027-06-12,120000000.0,78.05,False
3753,4177,CARD0000003753,DEBIT,ACTIVE,2026-01-26,2031-01-25,0.0,0.0,True
3754,4178,CARD0000003754,CREDIT_STANDARD,ACTIVE,2025-01-09,2030-01-08,80000000.0,41.28,True
3755,4179,CARD0000003755,DEBIT,ACTIVE,2022-07-10,2027-07-09,0.0,0.0,True
3756,4179,CARD0000003756,CREDIT_STANDARD,ACTIVE,2022-12-02,2027-12-01,20000000.0,2.96,True
3757,4182,CARD0000003757,DEBIT,EXPIRED,2021-07-04,2026-07-03,0.0,0.0,True
3758,4183,CARD0000003758,CREDIT_STANDARD,ACTIVE,2024-11-25,2029-11-24,120000000.0,2.82,True
3759,4184,CARD0000003759,DEBIT,ACTIVE,2023-08-20,2028-08-18,0.0,0.0,True
3760,4185,CARD0000003760,DEBIT,ACTIVE,2025-06-15,2030-06-14,0.0,0.0,True
3761,4185,CARD0000003761,CREDIT_GOLD,ACTIVE,2026-06-26,2031-06-25,20000000.0,45.62,True
3762,4187,CARD0000003762,CREDIT_STANDARD,ACTIVE,2022-05-28,2027-05-27,50000000.0,53.25,True
3763,4187,CARD0000003763,CREDIT_STANDARD,BLOCKED,2022-04-23,2027-04-22,300000000.0,73.34,True
3764,4188,CARD0000003764,CREDIT_GOLD,ACTIVE,2024-03-13,2029-03-12,50000000.0,64.47,True
3765,4189,CARD0000003765,DEBIT,ACTIVE,2024-03-24,2029-03-23,0.0,0.0,True
3766,4190,CARD0000003766,DEBIT,ACTIVE,2023-01-03,2028-01-02,0.0,0.0,True
3767,4191,CARD0000003767,CREDIT_PLATINUM,ACTIVE,2022-10-27,2027-10-26,200000000.0,80.4,True
3768,4192,CARD0000003768,DEBIT,ACTIVE,2026-01-08,2031-01-07,0.0,0.0,True
3769,4193,CARD0000003769,DEBIT,ACTIVE,2022-10-05,2027-10-04,0.0,0.0,True
3770,4194,CARD0000003770,CREDIT_GOLD,ACTIVE,2026-06-22,2031-06-21,80000000.0,63.17,True
3771,4194,CARD0000003771,DEBIT,EXPIRED,2021-05-28,2026-05-27,0.0,0.0,True
3772,4196,CARD0000003772,DEBIT,ACTIVE,2024-08-21,2029-08-20,0.0,0.0,True
3773,4197,CARD0000003773,CREDIT_PLATINUM,ACTIVE,2025-01-14,2030-01-13,20000000.0,73.16,True
3774,4199,CARD0000003774,CREDIT_PLATINUM,ACTIVE,2025-08-04,2030-08-03,120000000.0,7.6,True
3775,4200,CARD0000003775,CREDIT_GOLD,ACTIVE,2024-09-25,2029-09-24,120000000.0,78.79,True
3776,4203,CARD0000003776,CREDIT_GOLD,ACTIVE,2023-12-19,2028-12-17,50000000.0,65.58,True
3777,4204,CARD0000003777,DEBIT,ACTIVE,2023-09-09,2028-09-07,0.0,0.0,True
3778,4205,CARD0000003778,DEBIT,ACTIVE,2025-09-22,2030-09-21,0.0,0.0,True
3779,4205,CARD0000003779,CREDIT_STANDARD,EXPIRED,2021-07-19,2026-07-18,30000000.0,8.12,True
3780,4208,CARD0000003780,CREDIT_PLATINUM,ACTIVE,2024-11-05,2029-11-04,30000000.0,72.63,True
3781,4208,CARD0000003781,DEBIT,ACTIVE,2022-07-24,2027-07-23,0.0,0.0,True
3782,4210,CARD0000003782,CREDIT_PLATINUM,ACTIVE,2023-06-21,2028-06-19,30000000.0,5.22,True
3783,4210,CARD0000003783,CREDIT_GOLD,EXPIRED,2021-04-06,2026-04-05,300000000.0,32.37,True
3784,4211,CARD0000003784,CREDIT_GOLD,ACTIVE,2024-05-22,2029-05-21,30000000.0,3.11,True
3785,4213,CARD0000003785,CREDIT_GOLD,ACTIVE,2022-03-10,2027-03-09,20000000.0,47.25,True
3786,4214,CARD0000003786,DEBIT,ACTIVE,2025-04-22,2030-04-21,0.0,0.0,True
3787,4215,CARD0000003787,CREDIT_STANDARD,ACTIVE,2023-12-19,2028-12-17,50000000.0,31.65,True
3788,4215,CARD0000003788,DEBIT,ACTIVE,2025-05-11,2030-05-10,0.0,0.0,True
3789,4216,CARD0000003789,DEBIT,ACTIVE,2022-07-30,2027-07-29,0.0,0.0,True
3790,4217,CARD0000003790,DEBIT,EXPIRED,2021-07-09,2026-07-08,0.0,0.0,True
3791,4218,CARD0000003791,CREDIT_STANDARD,ACTIVE,2023-09-08,2028-09-06,120000000.0,29.19,True
3792,4218,CARD0000003792,DEBIT,ACTIVE,2022-03-13,2027-03-12,0.0,0.0,True
3793,4219,CARD0000003793,CREDIT_STANDARD,ACTIVE,2024-10-04,2029-10-03,50000000.0,32.62,True
3794,4220,CARD0000003794,CREDIT_PLATINUM,ACTIVE,2023-01-11,2028-01-10,120000000.0,9.74,True
3795,4222,CARD0000003795,DEBIT,ACTIVE,2024-02-22,2029-02-20,0.0,0.0,True
3796,4223,CARD0000003796,CREDIT_PLATINUM,ACTIVE,2023-03-30,2028-03-28,300000000.0,16.16,True
3797,4225,CARD0000003797,CREDIT_GOLD,ACTIVE,2025-01-01,2029-12-31,300000000.0,20.32,True
3798,4225,CARD0000003798,DEBIT,ACTIVE,2025-03-17,2030-03-16,0.0,0.0,True
3799,4226,CARD0000003799,DEBIT,ACTIVE,2022-05-26,2027-05-25,0.0,0.0,True
3800,4227,CARD0000003800,DEBIT,ACTIVE,2024-06-28,2029-06-27,0.0,0.0,True
3801,4227,CARD0000003801,DEBIT,ACTIVE,2024-05-21,2029-05-20,0.0,0.0,True
3802,4232,CARD0000003802,DEBIT,ACTIVE,2022-02-19,2027-02-18,0.0,0.0,True
3803,4233,CARD0000003803,CREDIT_STANDARD,ACTIVE,2023-04-11,2028-04-09,20000000.0,2.38,True
3804,4234,CARD0000003804,DEBIT,ACTIVE,2022-08-30,2027-08-29,0.0,0.0,True
3805,4235,CARD0000003805,CREDIT_STANDARD,ACTIVE,2023-09-01,2028-08-30,300000000.0,81.99,True
3806,4237,CARD0000003806,CREDIT_STANDARD,ACTIVE,2025-06-20,2030-06-19,50000000.0,51.77,True
3807,4237,CARD0000003807,CREDIT_STANDARD,ACTIVE,2022-03-30,2027-03-29,120000000.0,60.61,False
3808,4239,CARD0000003808,CREDIT_GOLD,ACTIVE,2025-06-10,2030-06-09,50000000.0,45.44,True
3809,4240,CARD0000003809,CREDIT_STANDARD,ACTIVE,2026-06-18,2031-06-17,50000000.0,3.03,True
3810,4241,CARD0000003810,DEBIT,ACTIVE,2022-01-07,2027-01-06,0.0,0.0,True
3811,4242,CARD0000003811,CREDIT_GOLD,ACTIVE,2025-08-20,2030-08-19,20000000.0,23.57,True
3812,4245,CARD0000003812,CREDIT_PLATINUM,EXPIRED,2021-06-15,2026-06-14,300000000.0,9.9,True
3813,4247,CARD0000003813,DEBIT,ACTIVE,2025-11-19,2030-11-18,0.0,0.0,True
3814,4248,CARD0000003814,CREDIT_PLATINUM,ACTIVE,2022-06-27,2027-06-26,120000000.0,47.79,True
3815,4248,CARD0000003815,CREDIT_GOLD,ACTIVE,2023-04-01,2028-03-30,120000000.0,69.77,True
3816,4250,CARD0000003816,DEBIT,ACTIVE,2023-08-16,2028-08-14,0.0,0.0,True
3817,4251,CARD0000003817,DEBIT,ACTIVE,2023-02-08,2028-02-07,0.0,0.0,True
3818,4251,CARD0000003818,CREDIT_PLATINUM,BLOCKED,2024-11-14,2029-11-13,120000000.0,34.35,True
3819,4252,CARD0000003819,DEBIT,ACTIVE,2022-09-27,2027-09-26,0.0,0.0,True
3820,4253,CARD0000003820,CREDIT_STANDARD,ACTIVE,2026-06-24,2031-06-23,300000000.0,28.04,True
3821,4254,CARD0000003821,CREDIT_STANDARD,ACTIVE,2024-05-23,2029-05-22,120000000.0,46.94,True
3822,4256,CARD0000003822,CREDIT_PLATINUM,ACTIVE,2021-12-03,2026-12-02,30000000.0,80.98,True
3823,4257,CARD0000003823,DEBIT,ACTIVE,2023-01-31,2028-01-30,0.0,0.0,True
3824,4258,CARD0000003824,DEBIT,ACTIVE,2022-12-06,2027-12-05,0.0,0.0,True
3825,4259,CARD0000003825,CREDIT_PLATINUM,ACTIVE,2024-06-23,2029-06-22,120000000.0,78.07,True
3826,4262,CARD0000003826,CREDIT_PLATINUM,ACTIVE,2022-09-09,2027-09-08,300000000.0,54.2,True
3827,4262,CARD0000003827,CREDIT_STANDARD,EXPIRED,2021-05-04,2026-05-03,120000000.0,67.47,True
3828,4266,CARD0000003828,DEBIT,ACTIVE,2022-11-19,2027-11-18,0.0,0.0,True
3829,4266,CARD0000003829,CREDIT_GOLD,ACTIVE,2022-08-24,2027-08-23,80000000.0,18.69,True
3830,4267,CARD0000003830,CREDIT_STANDARD,BLOCKED,2022-08-13,2027-08-12,200000000.0,19.25,True
3831,4268,CARD0000003831,CREDIT_PLATINUM,ACTIVE,2024-05-24,2029-05-23,50000000.0,32.75,True
3832,4268,CARD0000003832,DEBIT,BLOCKED,2024-07-07,2029-07-06,0.0,0.0,True
3833,4269,CARD0000003833,DEBIT,ACTIVE,2024-01-06,2029-01-04,0.0,0.0,True
3834,4270,CARD0000003834,CREDIT_STANDARD,ACTIVE,2025-03-23,2030-03-22,20000000.0,0.88,True
3835,4271,CARD0000003835,CREDIT_PLATINUM,ACTIVE,2023-07-09,2028-07-07,120000000.0,23.52,True
3836,4272,CARD0000003836,CREDIT_STANDARD,ACTIVE,2025-03-16,2030-03-15,80000000.0,82.05,True
3837,4273,CARD0000003837,DEBIT,ACTIVE,2022-03-01,2027-02-28,0.0,0.0,True
